City,State,Technology,Vendor
Pittsfield,MA,Third-party Investigative Platforms,SoundThinking
Braintree,MA,Third-party Investigative Platforms,SoundThinking
West Springfield,MA,Third-party Investigative Platforms,SoundThinking
Westfield,MA,Third-party Investigative Platforms,SoundThinking
Woburn,MA,Third-party Investigative Platforms,SoundThinking
Leominster,MA,Third-party Investigative Platforms,SoundThinking
Beverly,MA,Third-party Investigative Platforms,SoundThinking
Arlington,MA,Third-party Investigative Platforms,SoundThinking
Burlington,MA,Third-party Investigative Platforms,SoundThinking
Marlborough,MA,Third-party Investigative Platforms,SoundThinking
Billerica,MA,Third-party Investigative Platforms,SoundThinking
Northampton,MA,Third-party Investigative Platforms,SoundThinking
Stoughton,MA,Third-party Investigative Platforms,SoundThinking
Norwood,MA,Third-party Investigative Platforms,SoundThinking
West Yarmouth,MA,Third-party Investigative Platforms,SoundThinking
Tewksbury,MA,Third-party Investigative Platforms,SoundThinking
Randolph,MA,Third-party Investigative Platforms,SoundThinking
Natick,MA,Third-party Investigative Platforms,SoundThinking
Dedham,MA,Third-party Investigative Platforms,SoundThinking
Falmouth,MA,Third-party Investigative Platforms,SoundThinking
Feeding Hills,MA,Third-party Investigative Platforms,SoundThinking
Andover,MA,Third-party Investigative Platforms,SoundThinking
Hingham,MA,Third-party Investigative Platforms,SoundThinking
Milton,MA,Third-party Investigative Platforms,SoundThinking
Needham,MA,Third-party Investigative Platforms,SoundThinking
Milford,MA,Third-party Investigative Platforms,SoundThinking
Wilmington,MA,Third-party Investigative Platforms,SoundThinking
Buzzards Bay,MA,Third-party Investigative Platforms,SoundThinking
Lexington,MA,Third-party Investigative Platforms,SoundThinking
Shrewsbury,MA,Third-party Investigative Platforms,SoundThinking
Westford,MA,Third-party Investigative Platforms,SoundThinking
Amherst,MA,Third-party Investigative Platforms,SoundThinking
Danvers,MA,Third-party Investigative Platforms,SoundThinking
South Dennis,MA,Third-party Investigative Platforms,SoundThinking
Wellesley,MA,Third-party Investigative Platforms,SoundThinking
Melrose,MA,Third-party Investigative Platforms,SoundThinking
Canton,MA,Third-party Investigative Platforms,SoundThinking
North Attleboro,MA,Third-party Investigative Platforms,SoundThinking
Wareham,MA,Third-party Investigative Platforms,SoundThinking
Middleboro,MA,Third-party Investigative Platforms,SoundThinking
Bridgewater,MA,Third-party Investigative Platforms,SoundThinking
Nantucket,MA,Third-party Investigative Platforms,SoundThinking
Stoneham,MA,Third-party Investigative Platforms,SoundThinking
Ludlow,MA,Third-party Investigative Platforms,SoundThinking
Auburn,MA,Third-party Investigative Platforms,SoundThinking
North Andover,MA,Third-party Investigative Platforms,SoundThinking
Winchester,MA,Third-party Investigative Platforms,SoundThinking
North Easton,MA,Third-party Investigative Platforms,SoundThinking
Seekonk,MA,Third-party Investigative Platforms,SoundThinking
Concord,MA,Third-party Investigative Platforms,SoundThinking
Mansfield,MA,Third-party Investigative Platforms,SoundThinking
Sandwich,MA,Third-party Investigative Platforms,SoundThinking
Scituate,MA,Third-party Investigative Platforms,SoundThinking
Winthrop,MA,Third-party Investigative Platforms,SoundThinking
Greenfield,MA,Third-party Investigative Platforms,SoundThinking
Harwich,MA,Third-party Investigative Platforms,SoundThinking
Amesbury,MA,Third-party Investigative Platforms,SoundThinking
Fairhaven,MA,Third-party Investigative Platforms,SoundThinking
Newburyport,MA,Third-party Investigative Platforms,SoundThinking
Marblehead,MA,Third-party Investigative Platforms,SoundThinking
Mashpee,MA,Third-party Investigative Platforms,SoundThinking
Somerset,MA,Third-party Investigative Platforms,SoundThinking
Swampscott,MA,Third-party Investigative Platforms,SoundThinking
Swansea,MA,Third-party Investigative Platforms,SoundThinking
Abington,MA,Third-party Investigative Platforms,SoundThinking
Gardner,MA,Third-party Investigative Platforms,SoundThinking
North Reading,MA,Third-party Investigative Platforms,SoundThinking
Pembroke,MA,Third-party Investigative Platforms,SoundThinking
Sharon,MA,Third-party Investigative Platforms,SoundThinking
Duxbury,MA,Third-party Investigative Platforms,SoundThinking
Hanover,MA,Third-party Investigative Platforms,SoundThinking
Norton,MA,Third-party Investigative Platforms,SoundThinking
Westport,MA,Third-party Investigative Platforms,SoundThinking
Clinton,MA,Third-party Investigative Platforms,SoundThinking
Ashland,MA,Third-party Investigative Platforms,SoundThinking
Longmeadow,MA,Third-party Investigative Platforms,SoundThinking
Raynham,MA,Third-party Investigative Platforms,SoundThinking
Rehoboth,MA,Third-party Investigative Platforms,SoundThinking
South Hadley,MA,Third-party Investigative Platforms,SoundThinking
Tyngsboro,MA,Third-party Investigative Platforms,SoundThinking
Wilbraham,MA,Third-party Investigative Platforms,SoundThinking
North Adams,MA,Third-party Investigative Platforms,SoundThinking
Whitman,MA,Third-party Investigative Platforms,SoundThinking
Kingston,MA,Third-party Investigative Platforms,SoundThinking
Weston,MA,Third-party Investigative Platforms,SoundThinking
East Longmeadow,MA,Third-party Investigative Platforms,SoundThinking
Brewster,MA,Third-party Investigative Platforms,SoundThinking
Holliston,MA,Third-party Investigative Platforms,SoundThinking
Medway,MA,Third-party Investigative Platforms,SoundThinking
Norwell,MA,Third-party Investigative Platforms,SoundThinking
Lynnfield,MA,Third-party Investigative Platforms,SoundThinking
Northborough,MA,Third-party Investigative Platforms,SoundThinking
Orleans,MA,Third-party Investigative Platforms,SoundThinking
Oxford,MA,Third-party Investigative Platforms,SoundThinking
West Bridgewater,MA,Third-party Investigative Platforms,SoundThinking
Leicester,MA,Third-party Investigative Platforms,SoundThinking
Palmer,MA,Third-party Investigative Platforms,SoundThinking
Hanson,MA,Third-party Investigative Platforms,SoundThinking
Maynard,MA,Third-party Investigative Platforms,SoundThinking
Acushnet,MA,Third-party Investigative Platforms,SoundThinking
Ayer,MA,Third-party Investigative Platforms,SoundThinking
Millbury,MA,Third-party Investigative Platforms,SoundThinking
Groton,MA,Third-party Investigative Platforms,SoundThinking
Ware,MA,Third-party Investigative Platforms,SoundThinking
Charlton,MA,Third-party Investigative Platforms,SoundThinking
Belchertown,MA,Third-party Investigative Platforms,SoundThinking
Edgartown,MA,Third-party Investigative Platforms,SoundThinking
Provincetown,MA,Third-party Investigative Platforms,SoundThinking
Sturbridge,MA,Third-party Investigative Platforms,SoundThinking
Uxbridge,MA,Third-party Investigative Platforms,SoundThinking
East Freetown,MA,Third-party Investigative Platforms,SoundThinking
Littleton,MA,Third-party Investigative Platforms,SoundThinking
Norfolk,MA,Third-party Investigative Platforms,SoundThinking
Wrentham,MA,Third-party Investigative Platforms,SoundThinking
Lakeville,MA,Third-party Investigative Platforms,SoundThinking
Medfield,MA,Third-party Investigative Platforms,SoundThinking
Oak Bluffs,MA,Third-party Investigative Platforms,SoundThinking
Great Barrington,MA,Third-party Investigative Platforms,SoundThinking
Millis,MA,Third-party Investigative Platforms,SoundThinking
Rockport,MA,Third-party Investigative Platforms,SoundThinking
Southborough,MA,Third-party Investigative Platforms,SoundThinking
Southwick,MA,Third-party Investigative Platforms,SoundThinking
Spencer,MA,Third-party Investigative Platforms,SoundThinking
Dover,MA,Third-party Investigative Platforms,SoundThinking
Eastham,MA,Third-party Investigative Platforms,SoundThinking
Lunenburg,MA,Third-party Investigative Platforms,SoundThinking
Marion,MA,Third-party Investigative Platforms,SoundThinking
Middleton,MA,Third-party Investigative Platforms,SoundThinking
Salisbury,MA,Third-party Investigative Platforms,SoundThinking
Sutton,MA,Third-party Investigative Platforms,SoundThinking
Douglas,MA,Third-party Investigative Platforms,SoundThinking
Hadley,MA,Third-party Investigative Platforms,SoundThinking
Pepperell,MA,Third-party Investigative Platforms,SoundThinking
Wellfleet,MA,Third-party Investigative Platforms,SoundThinking
Winchendon,MA,Third-party Investigative Platforms,SoundThinking
Avon,MA,Third-party Investigative Platforms,SoundThinking
Berkley,MA,Third-party Investigative Platforms,SoundThinking
Boxborough,MA,Third-party Investigative Platforms,SoundThinking
Georgetown,MA,Third-party Investigative Platforms,SoundThinking
Lincoln,MA,Third-party Investigative Platforms,SoundThinking
Manchester By The Sea,MA,Third-party Investigative Platforms,SoundThinking
Orange,MA,Third-party Investigative Platforms,SoundThinking
Rutland,MA,Third-party Investigative Platforms,SoundThinking
Sterling,MA,Third-party Investigative Platforms,SoundThinking
Vineyard Haven,MA,Third-party Investigative Platforms,SoundThinking
Upton,MA,Third-party Investigative Platforms,SoundThinking
Westminster,MA,Third-party Investigative Platforms,SoundThinking
Bolton,MA,Third-party Investigative Platforms,SoundThinking
Boxford,MA,Third-party Investigative Platforms,SoundThinking
Hopedale,MA,Third-party Investigative Platforms,SoundThinking
Nahant,MA,Third-party Investigative Platforms,SoundThinking
Rochester,MA,Third-party Investigative Platforms,SoundThinking
Rowley,MA,Third-party Investigative Platforms,SoundThinking
Hampden,MA,Third-party Investigative Platforms,SoundThinking
Lancaster,MA,Third-party Investigative Platforms,SoundThinking
Lee,MA,Third-party Investigative Platforms,SoundThinking
Shirley,MA,Third-party Investigative Platforms,SoundThinking
Stow,MA,Third-party Investigative Platforms,SoundThinking
Topsfield,MA,Third-party Investigative Platforms,SoundThinking
Williamstown,MA,Third-party Investigative Platforms,SoundThinking
Berlin,MA,Third-party Investigative Platforms,SoundThinking
Carlisle,MA,Third-party Investigative Platforms,SoundThinking
Dalton,MA,Third-party Investigative Platforms,SoundThinking
Granby,MA,Third-party Investigative Platforms,SoundThinking
Lenox,MA,Third-party Investigative Platforms,SoundThinking
Wenham,MA,Third-party Investigative Platforms,SoundThinking
Barre,MA,Third-party Investigative Platforms,SoundThinking
Essex,MA,Third-party Investigative Platforms,SoundThinking
Harvard,MA,Third-party Investigative Platforms,SoundThinking
Templeton,MA,Third-party Investigative Platforms,SoundThinking
West Tisbury,MA,Third-party Investigative Platforms,SoundThinking
Dunstable,MA,Third-party Investigative Platforms,SoundThinking
Merrimac,MA,Third-party Investigative Platforms,SoundThinking
West Newbury,MA,Third-party Investigative Platforms,SoundThinking
Ashby,MA,Third-party Investigative Platforms,SoundThinking
Stockbridge,MA,Third-party Investigative Platforms,SoundThinking
Hubbardston,MA,Third-party Investigative Platforms,SoundThinking
Southampton,MA,Third-party Investigative Platforms,SoundThinking
Warren,MA,Third-party Investigative Platforms,SoundThinking
North Brookfield,MA,Third-party Investigative Platforms,SoundThinking
West Brookfield,MA,Third-party Investigative Platforms,SoundThinking
Lanesboro,MA,Third-party Investigative Platforms,SoundThinking
Millville,MA,Third-party Investigative Platforms,SoundThinking
Princeton,MA,Third-party Investigative Platforms,SoundThinking
Erving,MA,Third-party Investigative Platforms,SoundThinking
Sunderland,MA,Third-party Investigative Platforms,SoundThinking
Brookfield,MA,Third-party Investigative Platforms,SoundThinking
Chilmark,MA,Third-party Investigative Platforms,SoundThinking
Hardwick,MA,Third-party Investigative Platforms,SoundThinking
Aquinnah,MA,Third-party Investigative Platforms,SoundThinking
Becket,MA,Third-party Investigative Platforms,SoundThinking
South Egremont,MA,Third-party Investigative Platforms,SoundThinking
East Brookfield,MA,Third-party Investigative Platforms,SoundThinking
Bernardston,MA,Third-party Investigative Platforms,SoundThinking
Hatfield,MA,Third-party Investigative Platforms,SoundThinking
Hinsdale,MA,Third-party Investigative Platforms,SoundThinking
Shelburne Falls,MA,Third-party Investigative Platforms,SoundThinking
Shutesbury,MA,Third-party Investigative Platforms,SoundThinking
Goshen,MA,Third-party Investigative Platforms,SoundThinking
Monterey,MA,Third-party Investigative Platforms,SoundThinking
Shelburne Falls,MA,Third-party Investigative Platforms,SoundThinking
Gill,MA,Third-party Investigative Platforms,SoundThinking
Leverett,MA,Third-party Investigative Platforms,SoundThinking
Mill River,MA,Third-party Investigative Platforms,SoundThinking
Pelham,MA,Third-party Investigative Platforms,SoundThinking
Petersham,MA,Third-party Investigative Platforms,SoundThinking
Holland,MA,Third-party Investigative Platforms,SoundThinking
Westfield,MA,Third-party Investigative Platforms,SoundThinking
Cheshire,MA,Third-party Investigative Platforms,SoundThinking
Clarksburg,MA,Third-party Investigative Platforms,SoundThinking
Cummington,MA,Third-party Investigative Platforms,SoundThinking
Ashfield,MA,Third-party Investigative Platforms,SoundThinking
Huntington,MA,Third-party Investigative Platforms,SoundThinking
Royalston,MA,Third-party Investigative Platforms,SoundThinking
Haydenville,MA,Third-party Investigative Platforms,SoundThinking
Chesterfield,MA,Third-party Investigative Platforms,SoundThinking
Otis,MA,Third-party Investigative Platforms,SoundThinking
Hinsdale,MA,Third-party Investigative Platforms,SoundThinking
Warwick,MA,Third-party Investigative Platforms,SoundThinking
Westhampton,MA,Third-party Investigative Platforms,SoundThinking
Brimfield,MA,Third-party Investigative Platforms,SoundThinking
Wales,MA,Third-party Investigative Platforms,SoundThinking
Belmont,MA,Third-party Investigative Platforms,SoundThinking
Phillipston,MA,Third-party Investigative Platforms,SoundThinking
Fitchburg,MA,Third-party Investigative Platforms,SoundThinking
Chatham,MA,Third-party Investigative Platforms,SoundThinking
Sherborn,MA,Third-party Investigative Platforms,SoundThinking
Boylston,MA,Third-party Investigative Platforms,SoundThinking
Boston,MA,Third-party Investigative Platforms,SoundThinking
Hudson,MA,Third-party Investigative Platforms,SoundThinking
Walpole,MA,Third-party Investigative Platforms,SoundThinking
Dracut,MA,Third-party Investigative Platforms,SoundThinking
Bedford,MA,Third-party Investigative Platforms,SoundThinking
Attleboro,MA,Third-party Investigative Platforms,SoundThinking
Dudley,MA,Third-party Investigative Platforms,SoundThinking
Ipswich,MA,Third-party Investigative Platforms,SoundThinking
Brookline,MA,Third-party Investigative Platforms,SoundThinking
Framingham,MA,Third-party Investigative Platforms,SoundThinking
South Dartmouth,MA,Third-party Investigative Platforms,SoundThinking
Reading,MA,Third-party Investigative Platforms,SoundThinking
Rockland,MA,Third-party Investigative Platforms,SoundThinking
Northfield,MA,Third-party Investigative Platforms,SoundThinking
Sandisfield,MA,Third-party Investigative Platforms,SoundThinking
West Stockbridge,MA,Third-party Investigative Platforms,SoundThinking
Charlemont,MA,Third-party Investigative Platforms,SoundThinking
Colrain,MA,Third-party Investigative Platforms,SoundThinking
Heath,MA,Third-party Investigative Platforms,SoundThinking
Conway,MA,Third-party Investigative Platforms,SoundThinking
Whately,MA,Third-party Investigative Platforms,SoundThinking
South Deerfield,MA,Third-party Investigative Platforms,SoundThinking
Dighton,MA,Third-party Investigative Platforms,SoundThinking
Mendon,MA,Third-party Investigative Platforms,SoundThinking
West Boylston,MA,Third-party Investigative Platforms,SoundThinking
Holyoke,MA,Third-party Investigative Platforms,SoundThinking
Worcester,MA,Third-party Investigative Platforms,SoundThinking
Russell,MA,Third-party Investigative Platforms,SoundThinking
Worthington,MA,Third-party Investigative Platforms,SoundThinking
Hancock,MA,Third-party Investigative Platforms,SoundThinking
Miami Beach,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Boca Raton,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Boynton Beach,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Clearwater,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Coral Springs,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Davie,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Fort Lauderdale,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Fort Myers,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Hallandale Beach,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Hialeah,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Jupiter,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Kissimmee,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Miami Gardens,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Miramar,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
New Port Richey,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
North Palm Beach,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Orange Park,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Orlando,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Palm Beach Gardens,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Pembroke Pines,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
St. Cloud,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Tallahassee,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
West Palm Beach,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Punta Gorda,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Inverness,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Green Cove Springs,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Pensacola,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Jasper,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Tavares,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Fort Myers,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Bradenton,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Ocala,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Yulee,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Orlando,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Kissimmee,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
West Palm Beach,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Largo,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Palatka,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Milton,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Sanford,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
St. Augustine,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Wildwood,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Fort Myers,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Orlando,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Jacksonvilel,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
El Reno,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Yukon,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Norman,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Norman,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Bethany,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Del City,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Forest Park,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Oklahoma City,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Oklahoma City,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Edmond,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Moore,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Midwest City,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
The Village,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Warr Acres,OK,Third-party Investigative Platforms,LexisNexis Risk Solutions
Sacramento,CA,Third-party Investigative Platforms,SoundThinking
Carlsbad,CA,Third-party Investigative Platforms,SoundThinking
Chula Vista,CA,Third-party Investigative Platforms,SoundThinking
Coronado,CA,Third-party Investigative Platforms,SoundThinking
El Jason,CA,Third-party Investigative Platforms,SoundThinking
Escondido,CA,Third-party Investigative Platforms,SoundThinking
La Mesa,CA,Third-party Investigative Platforms,SoundThinking
Oceanside,CA,Third-party Investigative Platforms,SoundThinking
National City,CA,Third-party Investigative Platforms,SoundThinking
Oceanside,CA,Third-party Investigative Platforms,SoundThinking
San Marcos,CA,Third-party Investigative Platforms,SoundThinking
San Diego,CA,Third-party Investigative Platforms,SoundThinking
San Diego,CA,Third-party Investigative Platforms,SoundThinking
San Diego,CA,Third-party Investigative Platforms,SoundThinking
San Diego,CA,Third-party Investigative Platforms,SoundThinking
San Diego,CA,Third-party Investigative Platforms,SoundThinking
San Diego,CA,Third-party Investigative Platforms,SoundThinking
San Diego,CA,Third-party Investigative Platforms,SoundThinking
El Cajon,CA,Third-party Investigative Platforms,SoundThinking
San Diego,CA,Third-party Investigative Platforms,SoundThinking
Montgomery,AL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Arlington,VA,Third-party Investigative Platforms,LexisNexis Risk Solutions
Auburn,AL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Austin,TX,Third-party Investigative Platforms,LexisNexis Risk Solutions
Columbia Heights,MN,Third-party Investigative Platforms,LexisNexis Risk Solutions
DeKalb,IL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Firestone,CO,Third-party Investigative Platforms,LexisNexis Risk Solutions
Miami Beach,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Fort Myers,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Fort Myers,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Cape Coral,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Frederick,MD,Third-party Investigative Platforms,LexisNexis Risk Solutions
Hemet,CA,Third-party Investigative Platforms,LexisNexis Risk Solutions
Inglewood,CA,Third-party Investigative Platforms,LexisNexis Risk Solutions
Key West,FL,Third-party Investigative Platforms,LexisNexis Risk Solutions
Oxnard,CA,Third-party Investigative Platforms,LexisNexis Risk Solutions
Sandy Springs,GA,Third-party Investigative Platforms,LexisNexis Risk Solutions
Santa Ana,CA,Third-party Investigative Platforms,LexisNexis Risk Solutions
Austin,TX,Third-party Investigative Platforms,LexisNexis Risk Solutions
Anaheim,CA,Third-party Investigative Platforms,SoundThinking
Ceres,CA,Third-party Investigative Platforms,SoundThinking
Chicago,IL,Third-party Investigative Platforms,SoundThinking
Marietta,GA,Third-party Investigative Platforms,SoundThinking
Cypress,CA,Third-party Investigative Platforms,SoundThinking
Eugene,WA,Third-party Investigative Platforms,SoundThinking
Houston,TX,Third-party Investigative Platforms,SoundThinking
Kansas City,MO,Third-party Investigative Platforms,SoundThinking
Mesa,AZ,Third-party Investigative Platforms,SoundThinking
Salinas,CA,Third-party Investigative Platforms,SoundThinking
Morgan Hill,CA,Third-party Investigative Platforms,SoundThinking
Newark,CA,Third-party Investigative Platforms,SoundThinking
Oakland,CA,Third-party Investigative Platforms,SoundThinking
Santa Ana,CA,Third-party Investigative Platforms,SoundThinking
Pacific Grove,CA,Third-party Investigative Platforms,SoundThinking
Scottsdale,AZ,Third-party Investigative Platforms,SoundThinking
Seal Beach,CA,Third-party Investigative Platforms,SoundThinking
Spokane,WA,Third-party Investigative Platforms,SoundThinking
Canton Township,MI,Third-party Investigative Platforms,Thomson Reuters
Cheyenne,WY,Third-party Investigative Platforms,Thomson Reuters
Farmington,UT,Third-party Investigative Platforms,Thomson Reuters
Falls Church,VA,Third-party Investigative Platforms,Thomson Reuters
Union,MO,Third-party Investigative Platforms,Thomson Reuters
Atlanta,GA,Third-party Investigative Platforms,Thomson Reuters
Inglewood,CA,Third-party Investigative Platforms,Thomson Reuters
Crown Point,IN,Third-party Investigative Platforms,Thomson Reuters
Madison,MS,Third-party Investigative Platforms,Thomson Reuters
Monroe,NJ,Third-party Investigative Platforms,Thomson Reuters
Prior Lake,MN,Third-party Investigative Platforms,Thomson Reuters
Columbia,SC,Third-party Investigative Platforms,Thomson Reuters
San Bernardino,CA,Third-party Investigative Platforms,Thomson Reuters
San Diego,CA,Third-party Investigative Platforms,Thomson Reuters
San Diego,CA,Third-party Investigative Platforms,TransUnion
San Francisco,CA,Third-party Investigative Platforms,Thomson Reuters
Shaker Heights,OH,Third-party Investigative Platforms,Thomson Reuters
Springfield,MA,Third-party Investigative Platforms,Thomson Reuters
Troy,MI,Third-party Investigative Platforms,Thomson Reuters
Tulsa,OK,Third-party Investigative Platforms,Thomson Reuters
Highland,IL,Third-party Investigative Platforms,TransUnion
Los Angeles,CA,Third-party Investigative Platforms,SoundThinking
Las Cruces,NM,Third-party Investigative Platforms,SoundThinking
Milton,GA,Third-party Investigative Platforms,SoundThinking
Pueblo,CO,Gunshot Detection,SoundThinking
Carlsbad,NM,Face Recognition,Clearview AI
Riverside,CA,Automated License Plate Readers,Flock Safety
National City,CA,Automated License Plate Readers,Flock Safety
Hackensack,NJ,Gunshot Detection,SoundThinking
Baytown,TX,Automated License Plate Readers,Flock Safety
Coalinga,CA,Automated License Plate Readers,Flock Safety
Deerfield Beach,FL,Gunshot Detection,SoundThinking
Delano,CA,Automated License Plate Readers,Flock Safety
Dublin,GA,Automated License Plate Readers,Flock Safety
Dublin,GA,Gunshot Detection,Flock Safety
Elkhart,IN,Gunshot Detection,Flock Safety
Elmwood Park,IL,Gunshot Detection,SoundThinking
Lancaster,CA,Gunshot Detection,SoundThinking
New Bern,NC,Gunshot Detection,SoundThinking
Pico Rivera,CA,Gunshot Detection,SoundThinking
San Fernando,CA,Automated License Plate Readers,Flock Safety
Bellevue,WA,Drones,Brinc
Fort Worth,TX,Gunshot Detection,Flock Safety
Hammond,IN,Gunshot Detection,SoundThinking
Hawaiian Gardens,CA,Gunshot Detection,SoundThinking
Culpeper,VA,Real-Time Crime Center,Flock Safety
Tulsa,OK,Real-Time Crime Center,Flock Safety
Green Bay,WI,Video Analytics,BriefCam
Sarasota,FL,Automated License Plate Readers,Flock Safety
West Hartford,CT,Body-worn Cameras,Axon
Hilo,HI,Body-worn Cameras,Axon
Lewiston,ID,Body-worn Cameras,WatchGuard
Moscow,ID,Body-worn Cameras,Kustom Signals
Virginia City,MT,Body-worn Cameras,Motorola
Fargo,ND,Body-worn Cameras,Axon
Wewoka,OK,Body-worn Cameras,Axon
Sioux Falls,SD,Body-worn Cameras,Axon
Cedar City,UT,Body-worn Cameras,Axon
Park City,UT,Body-worn Cameras,Axon
Sparks,NV,Drones,Parrot
Montgomery,AL,Body-worn Cameras,Axon
Altoona,IA,Automated License Plate Readers,Flock Safety
Ankeny,IA,Automated License Plate Readers,Flock Safety
Arlington,WA,Automated License Plate Readers,Flock Safety
Allentown,PA,Gunshot Detection,Flock Safety
Allentown,PA,Automated License Plate Readers,Flock Safety
Auburn,AL,Body-worn Cameras,Axon
Aledo,IL,Body-worn Cameras,Axon
Quincy,IL,Body-worn Cameras,Motorola
Arlington Heights,IL,Body-worn Cameras,Axon
Bethany,IL,Body-worn Cameras,GETAC
Mosheim,TN,Automated License Plate Readers,Motorola Soluitions
Caldwell,ID,Gunshot Detection,Flock Safety
Indianapolis,IN,Gunshot Detection,SoundThinking
Lake City,FL,Gunshot Detection,Flock Safety
Lodi,CA,Gunshot Detection,Flock Safety
Michigan City,IN,Gunshot Detection,Flock Safety
Opa Locka,FL,Gunshot Detection,SoundThinking
Columbia,SC,Gunshot Detection,SoundThinking
Sikeston,MO,Gunshot Detection,SoundThinking
Leesburg,VA,Third-party Investigative Platforms,Thomson Reuters
Augusta,ME,Third-party Investigative Platforms,TransUnion
Springfield,IL,Third-party Investigative Platforms,TransUnion
Springfield,IL,Third-party Investigative Platforms,LexisNexis
Anne Arundel,MD,Third-party Investigative Platforms,TransUnion
Chicago,IL,Video Analytics,BriefCam
West Palm Beach,FL,Video Analytics,BriefCam
Las Cruces,NM,Face Recognition,Clearview AI
Santa Fe,NM,Face Recognition,Clearview AI
Albuquerque,NM,Face Recognition,Clearview AI
Rio Rancho,NM,Face Recognition,Clearview AI
Camanche,IA,Automated License Plate Readers,Flock Safety
Carter Lake,IA,Automated License Plate Readers,Flock Safety
Clive,IA,Automated License Plate Readers,Flock Safety
Council Bluffs,IA,Automated License Plate Readers,Flock Safety
Glenwood,IA,Automated License Plate Readers,Flock Safety
Marshalltown,IA,Automated License Plate Readers,Flock Safety
Newton,IA,Automated License Plate Readers,Flock Safety
Granger,IA,Automated License Plate Readers,Flock Safety
Iowa City,IA,Automated License Plate Readers,Flock Safety
Urbandale,IA,Automated License Plate Readers,Flock Safety
Waukee,IA,Automated License Plate Readers,Flock Safety
West Des Moines,IA,Automated License Plate Readers,Flock Safety
